Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:   5.68 I: 104.06 D:  26.00 Tensão:6.65 V Temperatura ambiente:     21.48ºC
980,51 ; 300,30 ;   7,549140 ;   43,90
982,51 ; 300,20 ;   8,085359 ;   46,79
984,51 ; 300,23 ;   9,460445 ;   54,89
986,51 ; 300,29 ;   7,548232 ;   43,68
988,51 ; 300,22 ;   7,366474 ;   42,19
990,52 ; 300,35 ;   8,959917 ;   51,79
992,52 ; 300,24 ;   6,332964 ;   36,00
994,52 ; 300,33 ;   9,462989 ;   54,47
996,52 ; 300,31 ;   6,846552 ;   39,53
998,52 ; 300,31 ;   8,246499 ;   47,09
1000,52 ; 300,20 ;   7,903993 ;   45,90
1002,52 ; 300,28 ;   9,657376 ;   55,19
1004,52 ; 300,28 ;   6,851254 ;   39,68
1006,52 ; 300,20 ;   7,885669 ;   45,99
1008,53 ; 300,23 ;   9,122174 ;   52,18
1010,53 ; 300,23 ;   7,548175 ;   43,90
1012,53 ; 300,17 ;   8,061499 ;   46,19
1014,53 ; 300,18 ;   8,961156 ;   51,13
1016,53 ; 300,17 ;   7,907951 ;   45,88
1018,53 ; 300,26 ;   8,242471 ;   47,06
1020,53 ; 300,17 ;   6,850671 ;   39,62
1022,53 ; 300,23 ;   9,117197 ;   52,78
1024,53 ; 300,17 ;   7,185823 ;   41,44
1026,53 ; 300,18 ;   8,939797 ;   51,00
1028,54 ; 300,26 ;   7,882778 ;   45,75
1030,54 ; 300,20 ;   7,028382 ;   40,09
1032,54 ; 300,23 ;   8,763443 ;   50,18
1034,54 ; 300,26 ;   7,547637 ;   43,63
1036,54 ; 300,26 ;   7,726394 ;   44,05
1038,54 ; 300,28 ;   7,882466 ;   45,75
1040,54 ; 300,22 ;   7,549690 ;   43,86
1042,54 ; 300,26 ;   8,784086 ;   50,53
1044,54 ; 300,26 ;   7,373302 ;   42,78
1046,55 ; 300,22 ;   7,901384 ;   45,64
1048,55 ; 300,23 ;   8,440220 ;   48,72
1050,55 ; 300,17 ;   7,729706 ;   44,57
1052,55 ; 300,17 ;   8,781997 ;   50,67
1054,55 ; 300,20 ;   8,080596 ;   46,04
